"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"13.6035639655667","8.76255417680709","13.6264676711539","8.53346223037966","0.426589529316561","8.49287997408881","6.46557111410237","9.40886165341693","9.71295855380752","8.31601294008885","0.11814390859691","0.563700598728331","1.05587066986174","0.178803257056722","-0.122407799221277","10.8840315043277","0.936352152003","0.79813021864324","5.5902046405005","10.2944071961481","A"
"14.745247618857","8.93384798414153","11.3228727144571","7.10901408045248","0.334126400212598","7.91533690452633","8.62265029594506","9.02147091361474","10.4816781201938","7.90962608006017","0.134891935811869","0.662159758755003","0.626276752058994","0.611877861769412","0.195870118728403","11.00947185907","0.687862397578979","0.73308116552931","7.31760930669187","10.2403962234405","A"
"14.1625660738873","6.58044503083368","11.9212515331221","8.44974221349135","0.165057797086291","8.40761305689929","9.0631040723311","8.80977448727678","10.7800268041276","6.26219791434647","0.135041231404029","0.791093110083205","0.453120035627813","0.72844952370858","0.657452818970445","11.5064640627097","0.479978586515702","0.687720444433536","7.96363858103644","9.37699032133192","A"
"13.3693850173079","9.06653589944296","13.0177649582578","8.72522792089431","0.427094670073082","8.00904129285478","7.56324692095483","10.0082745199041","10.4660739460792","8.89447454985852","0.169274264712224","0.699961968421215","0.712462899146726","0.310397762904279","0.723294613598074","10.6511569454252","0.524371149530925","0.679273728480367","8.37607771959205","10.7781036226888","A"
"14.2975767953388","9.64042013053075","12.3505143489302","7.55084199090373","0.235652966307989","8.00184504540391","7.42304423079233","7.87684243422435","9.70680081678125","6.24514547818489","0.141799003988756","0.615713362073538","0.749513295831645","0.362165304872745","0.249792468022595","10.7852354216198","0.643677733053758","0.544462586972527","7.087715529446","9.293268791904","A"
"14.521954257809","7.59496472279957","12.2265296357515","8.34301256814948","0.402799163268224","8.16065622862575","8.02952288611385","9.81753842587032","9.74528261368959","9.88684074124457","0.118807551973004","0.720847564279535","0.345389842145511","0.976022987818778","0.698062515361964","10.6754501962526","0.248555741165544","0.807387957023969","7.93296011288309","9.98416745278231","A"
"14.4305020153078","6.97320959943251","12.0846644597013","9.34769281982688","0.322649320090124","8.46520658952686","7.43940077362845","9.04174480266296","11.3703844691015","6.5085798897765","0.149669926131478","0.646224458230627","0.745015547163825","0.521355876583577","0.357868280501305","9.60958565980766","0.71367360153449","0.647890913244545","8.25163349743011","9.48851937550457","A"
"14.6628549823567","8.07486786180657","12.209656655596","9.02386315910295","0.388070838128759","8.85613774101292","6.51896767872816","9.33429057661933","10.8635068822567","6.97795227876327","0.148963693519377","0.58179385232825","0.704359929260037","0.888576458446174","0.521860053309374","9.30339522301916","0.398960121977165","0.727484468170941","7.72394090952445","9.20095041529087","A"
"14.1278749549384","7.29502041780848","12.6900973211854","8.02583129633039","0.295182823391167","8.81916175301241","6.16810244968233","8.10104947968534","10.4850564547008","10.1556467918711","0.261441375788703","0.879838542507255","0.428562811744494","0.561820564818535","0.615060185379318","9.16845974645967","0.321626375689041","0.463404978210478","8.43484160588334","9.50224274072685","A"
"14.8654615975184","8.50321372041884","11.8894329473574","7.53830368288312","0.290944820976178","7.67261189012665","6.28750297194693","9.19518581379728","9.19754948812515","9.47412823730513","0.212265713786477","0.818992853566931","0.958265027380209","0.416049592587631","0.489219338309747","9.75007112032137","0.740929771508352","0.443602513598681","9.53931478064819","9.27822779050235","A"
"15.2090393597579","7.40414178042718","13.7976337596637","6.98130806682483","0.443010904171781","7.81301461542074","6.55783748907515","8.8008628342172","10.7201554855669","9.55603411594144","0.10466750208522","0.554589207469891","0.812031648392738","0.126350459212751","0.313581498142011","12.4450997651502","0.874899418788542","0.795622760482787","8.177907060893","9.57372313565154","A"
"14.1417461189248","7.3773297528758","12.011023970376","9.13713973440328","0.429495511078542","7.5658054458766","7.73309099685441","7.67472220193531","9.43969953238786","8.66589819002143","0.140530142833706","0.540179344512421","0.663650181201019","0.580448025840946","0.262207258928862","11.0385740402576","0.632871995843827","0.940769155620249","8.98055734999133","10.626658187258","A"
"13.2166752617518","8.9285754032163","12.8234764264506","9.36118023221357","0.31639390869873","8.48055145155872","6.0726979060408","8.54606039575188","10.6174224599812","9.8088747623568","0.115699046062744","0.692905269585186","0.622588811998585","0.170625313557949","0.211319840544186","11.8146249026985","1.02546766427554","0.704827830200739","8.2989125991913","9.73668982047196","A"
"14.647124992123","8.58141590809737","10.7793823488697","8.51347373075064","0.350550618509699","7.89743480805732","8.52698779205262","10.701492105698","10.369562566246","8.51554650695782","0.233711539913253","0.685904189549799","0.358223983776749","0.870206001191247","0.614822133766676","10.6605047572357","0.480409914379287","0.520877474966333","9.52928019936559","9.22910695274436","A"
"14.6784588411398","8.28157906041022","12.8003150705974","9.62263586911331","0.578463518283713","10.536783959416","6.83979566952865","9.66692335873966","11.487625747027","9.55191362338505","0.129036912424328","0.226071006611255","0.437155679038667","0.97010487998369","0.591148700648898","12.9336378849474","0.580117430360286","0.90725615511385","9.1319525231571","9.52027203489893","A"
"12.780075155988","6.73457939204297","12.8892190879608","7.72724340375931","0.311836449444028","8.25690649246812","6.53703971842869","9.55032738909444","10.2049700107506","8.14212555190436","0.123736109917485","0.593060072973969","0.886238240850761","0.272600050904938","0.329163196491853","11.4711570734923","0.62565220910593","0.88033538068676","7.19428379677747","9.25884993943362","A"
